#"Potential Energy (kJ/mole)","Temperature (K)"
-34327.80783842527,336.609892564795
-34197.63596342527,337.0458196749366
-34488.07346342527,344.31697016892144
-34325.21408842527,346.6774225871653
-34256.38596342527,338.8778845443875
-34330.91721342527,327.56566498079724
-34347.41721342527,346.6326494578022
-34324.22971342527,346.2864476532828
-34411.66721342527,338.7868916036633
-34234.63596342527,340.21653640425495
-34255.47971342527,333.992227559737
-34289.58908842527,335.4104223708006
-34259.68283842527,329.82940075965377
-34409.32346342527,332.62622621310624
-34236.87033842527,328.8858224768919
-34183.66721342527,335.2521862919911
-34237.72971342527,337.88129516826325
-34342.66721342527,337.8156218321939
-34485.88596342527,345.80391186751905
-34352.66721342527,338.44546049972996
-34264.32346342527,338.0195011348147
-34468.41721342527,342.85927271791036
-34234.90158842527,335.33171131660094
-34142.16721342527,335.437871515098
-34317.94846342527,324.80056083485096
-34163.41721342527,335.2544219908108
-34115.46408842527,347.2701661908957
-34289.80783842527,343.50155389303615
-34387.47971342527,341.9563708809083
-34354.07346342527,343.1008581659405
-34250.16721342527,347.83986091366097
-34224.68283842527,336.7462851027225
-34262.04221342527,340.69148409348446
-34521.62033842527,345.05335087869435
-34278.85471342527,343.19149763157645
-34255.18283842527,338.0277277418094
-33991.76096342527,332.04290339863456
-34190.08908842527,340.193339640527
-34145.60471342527,341.252507389812
-34167.32346342527,345.80405480705787
-34460.54221342527,330.1448018250096
-34201.66721342527,337.99976657112956
-34251.10471342527,345.2691294645132
-34556.18283842527,352.07602091499376
-34338.47971342527,339.6205335333125
-34311.35471342527,331.7840201844496
-34373.94846342527,337.04641089329897
-34319.82346342527,340.6619027412267
-34332.04221342527,335.9107901646545
-34264.51096342527,341.5363590027335
-34139.68283842527,337.0976968890469
-34269.71408842527,332.0710969483685
-34163.29221342527,338.52915286884144
-34195.54221342527,339.22736740378184
-34200.32346342527,335.942158971488
-34270.22971342527,330.17426074951015
-34215.01096342527,341.08552750497404
-34070.69846342527,337.1093568838609
-34055.29221342527,334.9493999988283
-34059.08908842527,332.74333592393253
-33984.26096342527,341.4333038335333
-34047.55783842527,337.57420534618694
-34065.35471342527,335.8059245619622
-33996.63596342527,339.8917503930481
-34199.46408842527,348.0349639326079
-34236.88596342527,336.43830509173694
-34307.47971342527,336.62621389859413
-34127.05783842527,338.60322587844485
-34089.76096342527,343.54537253996125
-34038.46408842527,341.1712721305424
-34251.74533842527,327.76712483381823
-34420.22971342527,346.81600551337675
-34305.29221342527,333.8854248544057
-34165.79221342527,327.98812919112333
-34104.68283842527,341.7329196288955
-34193.91721342527,334.8003354440209
-34280.94846342527,342.1638026966676
-34172.85471342527,335.73317008139077
-34158.54221342527,340.8700203458689
-33907.38596342527,344.2911281046641
-33975.94846342527,340.2314149883885
-34176.51096342527,345.5618670062214
-34287.04221342527,341.50158910445026
-34221.29221342527,332.7522484309467
-34028.71408842527,339.51282439997294
-34154.79221342527,338.3034974277469
-34105.63596342527,337.97580543974675
-34072.57346342527,329.02097398150323
-34158.10471342527,344.2185588136491
-34013.38596342527,348.6787498595846
-33958.22971342527,337.12906422619994
-34117.55783842527,337.0939224960861
-34096.47971342527,340.09499793190577
-33709.88596342527,343.1923879896209
-33980.91721342527,336.0726235891553
-34141.13596342527,341.6473966084826
-34323.05783842527,329.79731472376926
-34314.35471342527,331.9911973414948
-34249.05783842527,339.96509458595926
-34294.54221342527,338.19952842437243
-34383.88596342527,334.8897317765469
-34545.69846342527,339.24815119450597
-34324.24533842527,331.79453634988323
-34366.04221342527,325.652281290041
-34131.72971342527,336.3931016986424
-34507.49533842527,346.77706445914856
-34389.51096342527,334.79344736781786
-34438.40158842527,333.04190752403224
-34244.52658842527,344.37967932893145
-34164.69846342527,330.8289416889137
-33998.21408842527,334.6815142735857
-34376.07346342527,332.7710838100091
-34186.01096342527,344.13141361012697
-34023.54221342527,337.55279548221665
-34042.07346342527,335.3017690580691
-34071.22971342527,336.9144370993774
-34139.91721342527,339.10342997516847
-34130.72971342527,331.51476174653345
-34055.54221342527,334.9046459191965
-34089.46408842527,342.7832976095357
-33998.41721342527,341.5600120765203
-34183.52658842527,332.7880290725519
-34228.80783842527,338.9609459398435
-34197.22971342527,339.2223578059792
-34162.01096342527,326.4357124849178
-34319.82346342527,340.89432389244394
-34173.13596342527,339.03679195056395
-33859.85471342527,332.822020649776
-34309.94846342527,334.22753797432557
-34118.74533842527,345.1114678544114
-34047.19846342527,331.9043545269572
-34001.04221342527,331.1827865050938
-33907.40158842527,335.9393832502789
-33953.82346342527,339.9335785662146
-33904.40158842527,351.22061722072647
-33705.41721342527,335.8847122379579
-33959.16721342527,344.3775185745577
-33944.57346342527,331.7682894539
-33952.01096342527,342.64332335777146
-34101.88596342527,340.2668810708477
-33890.10471342527,341.05586738330874
-33756.87033842527,338.9067360445284
-33909.37033842527,342.017036492251
-33814.22971342527,334.5060703316929
-33907.44846342527,336.6062955977694
-33838.79221342527,338.39110117054565
-33923.40158842527,340.75830264791983
-34115.79221342527,344.73562227819957
-34063.27658842527,341.80242809621143
-34081.99533842527,330.8117449899113
-34063.38596342527,332.7790173871762
-34158.10471342527,334.32060958504337
-34201.66721342527,341.6575258484584
-34246.54221342527,344.6390969838922
-34117.32346342527,337.9742368982858
-34149.82346342527,338.0778218768979
-33949.82346342527,335.7670963185389
-34067.62033842527,336.2805887316426
-34287.05783842527,337.43869674080986
-34121.21408842527,336.74388760259706
-34132.29221342527,331.7010948850941
-34063.38596342527,336.54165694683746
-34250.94846342527,340.34391337155864
-34202.35471342527,341.79695849980766
-34241.43283842527,344.4400363157798
-34183.19846342527,334.6388542684823
-33960.05783842527,340.3195333023696
-34041.26096342527,343.55110801832456
-33969.18283842527,345.00810376412824
-34130.94846342527,345.57638450585955
-34321.66721342527,332.43966218573644
-34165.72971342527,331.8320102535773
-34132.91721342527,335.3275507731828
-34253.37033842527,350.9594944616047
-34205.38596342527,323.994541999745
-34235.91721342527,342.11154460817534
-34325.40158842527,334.89645083645576
-34572.38596342527,342.10793463495156
-34496.77658842527,321.9487341957238
-34120.22971342527,331.6662596999442
-34132.91721342527,337.05474414498457
-34340.16721342527,348.63566958288277
-34296.97971342527,337.1535049614885
-34385.05783842527,338.6896552876092
-34283.47971342527,342.0672625543294
-34234.77658842527,337.0742011855694
-34350.91721342527,337.36091643454665
-34211.04221342527,333.6216016603929
-34310.38596342527,335.28270425512153
-34177.96408842527,329.6516994696135
-34288.60471342527,342.00623145884236
-34371.54221342527,341.07958214052945
-34186.01096342527,330.0713489174478
-34256.97971342527,337.09902600121063
-34334.82346342527,339.8914445825358
-34384.05783842527,339.94237751244526
-34072.12033842527,335.92713288902655
-34242.40158842527,342.9580308608144
-34237.49533842527,342.31136942263277
-34360.96408842527,328.3752261408433
-34319.82346342527,334.4400325747976
-34326.80783842527,332.6076904881895
-34316.19846342527,347.7622211951696
-34320.62033842527,333.37784913402004
-34339.54221342527,325.20572900975657
-34337.91721342527,348.4760741324363
-34407.57346342527,329.9580035848978
-34334.85471342527,342.81191490710455
-34338.55783842527,333.2665455171939
-34338.44846342527,333.102786366052
-34244.97971342527,335.9200968201336
-34340.16721342527,327.14199285681264
-34240.22971342527,338.02059132798763
-34413.66721342527,338.5224253388408
-34262.13596342527,333.47250590812354
-34164.80783842527,335.34390846659664
-34269.44846342527,335.73721370133376
-34264.01096342527,335.17965006929717
-34496.32346342527,341.7924472058991
-34459.01096342527,337.30961243146817
-34427.57346342527,334.7087383041529
-34234.15158842527,344.7931585873851
-34105.08908842527,333.69618191484017
-34346.16721342527,337.96990561633964
-34265.69846342527,342.88920370628773
-34356.94846342527,338.0150244379572
-34203.85471342527,339.45861607996846
-34115.60471342527,340.8313476695935
-34255.41721342527,344.1115872630417
-34400.51096342527,330.29251865690713
-34247.26096342527,345.7761578462151
-34289.16721342527,336.20012187679686
-34405.38596342527,337.10511556713936
-34167.77658842527,325.36284440375033
-34240.22971342527,333.4780941055933
-34374.13596342527,346.2350715840227
-34288.16721342527,331.7961278899929
-34279.27658842527,340.7126814748259
-34271.69846342527,343.61219163824825
-34297.02658842527,332.6013179435336
-34358.77658842527,337.49133570701196
-34427.57346342527,339.8308950230912
-34238.65158842527,337.1544781043733
-34480.01096342527,334.5208182960324
-34291.19846342527,335.194325573819
-34183.88596342527,338.86293604134454
-34258.32346342527,340.431942870489
-34220.22971342527,348.0565335189993
-34365.63596342527,336.7111357990318
-34381.57346342527,337.1133966400781
-34225.66721342527,339.40045634425576
-34179.29221342527,338.73678686660287
-34136.10471342527,344.762385285119
-34324.63596342527,338.60686156518295
-34364.97971342527,338.9281322019167
-34281.38596342527,348.58370913919964
-34342.38596342527,330.284881027888
-34195.12033842527,345.0505851872002
-33999.66721342527,349.4066580587249
-34172.72971342527,338.80925075473215
-34270.44846342527,339.14882208793847
-34218.62033842527,338.3015071123623
-34284.87033842527,332.86631880507025
-34108.97971342527,336.27209759760865
-34343.16721342527,337.9758331188853
-34234.74533842527,327.76184892299676
-34233.38596342527,333.4607228652368
-33935.35471342527,341.26597457976544
-34173.44846342527,337.11629739888207
-34182.33908842527,341.77449796155975
-33983.01096342527,335.1418087960232
-34146.26096342527,338.34083627794666
-34076.60471342527,338.81669760380163
-34146.76096342527,338.6986494336798
-34203.88596342527,335.7669081728502
-34189.32346342527,347.2480590200148
-34289.82346342527,327.73241921309733
-34064.82346342527,342.39648195188215
-33984.97971342527,343.16922080149084
-34081.44846342527,330.3246859383598
-34026.82346342527,337.77762749199474
-34131.46408842527,345.2618516251366
-34126.38596342527,343.80035856664034
-34226.76096342527,346.09541106585806
-34120.12033842527,338.56576856440296
-34038.80783842527,328.43702658863367
-33751.91721342527,347.55161640049016
-34041.60471342527,341.0789047409695
-33947.82346342527,335.9930903565968
-34058.55783842527,337.11670639018337
-33915.85471342527,339.2283837993219
-33919.24533842527,347.3125353068424
-34038.19846342527,338.0347167079123
-34105.90158842527,341.16860615195355
-34080.30783842527,338.0838815534692
-33947.99533842527,346.863885951353
-34114.87033842527,337.68008608470706
-34202.35471342527,335.38726569587124
-34278.01096342527,345.78675551864285
-34288.54221342527,343.60848049875005
-34186.88596342527,333.5735711091589
-34149.26096342527,337.6337038286808
-34051.26096342527,327.4440690633606
-33976.57346342527,343.7458816625642
-34112.72971342527,333.7890431847276
-34187.19846342527,331.63982042568955
-34207.85471342527,335.2742651868669
-34142.63596342527,339.23630249395245
-34317.87033842527,351.56198680185366
-34142.24533842527,339.345823680557
-34160.87033842527,331.79565081245175
-34137.38596342527,331.5396242171512
-34038.54221342527,345.4482925971209
-34012.71408842527,340.7059739064086
-33956.51096342527,345.2385323042548
-34225.02658842527,343.3924714221589
-34161.60471342527,345.1690918724271
-34015.01096342527,345.52365992477525
-34147.72971342527,347.12381123733866
